player_1,player_2,total_net_points,total_duration,total_stints,impact_per_60
1924,2048,60,1044,82,0.05747126436781609
1924,469,11,870,65,0.01264367816091954
1924,695,16,717,61,0.022315202231520222
1924,922,0,213,17,0.0
1928,238,4,594,50,0.006734006734006734
1928,243,12,1107,94,0.01084010840108401
1928,248,19,946,77,0.0200845665961945
1928,389,-16,678,54,-0.02359882005899705
1928,689,0,524,42,0.0
193,2067,-3,668,62,-0.004491017964071856
193,224,32,2948,206,0.010854816824966078
193,258,-80,2700,172,-0.02962962962962963
193,896,-51,2153,153,-0.023687877380399444
193,920,25,1089,94,0.02295684113865932
193,957,-19,313,29,-0.06070287539936102
1944,2048,14,1594,122,0.00878293601003764
1944,469,15,705,51,0.02127659574468085
1944,695,2,931,66,0.0021482277121374865
1944,765,6,798,62,0.007518796992481203
1944,901,2,240,20,0.008333333333333333
1944,922,-19,204,12,-0.09313725490196079
1944,934,7,331,30,0.021148036253776436
1956,198,-1,254,20,-0.003937007874015748
1956,251,-18,200,18,-0.09
198,251,-19,2858,228,-0.006648005598320504
198,345,-21,634,63,-0.033123028391167195
198,422,-46,1061,83,-0.043355325164938736
198,70,-16,402,35,-0.03980099502487562
198,764,13,264,24,0.04924242424242424
198,955,-19,485,43,-0.03917525773195876
198,990,-7,482,37,-0.014522821576763486
1985,2032,-5,275,22,-0.01818181818181818
201,2091,23,1199,88,0.019182652210175146
201,2092,-7,524,42,-0.013358778625954198
201,2101,58,652,60,0.08895705521472393
201,361,68,2032,143,0.03346456692913386
201,467,44,2009,142,0.021901443504230962
201,53,-10,294,28,-0.034013605442176874
201,915,57,1128,102,0.05053191489361702
201,916,15,400,31,0.0375
201,960,8,231,16,0.03463203463203463
2030,2066,16,217,18,0.07373271889400922
2030,271,17,2277,162,0.007465963987703118
2030,29,-45,1096,69,-0.04105839416058394
2030,383,53,2364,154,0.02241962774957699
2030,446,6,419,36,0.014319809069212411
2030,950,-11,266,19,-0.041353383458646614
2031,236,-14,490,33,-0.02857142857142857
2031,3,-5,406,27,-0.012315270935960592
2031,735,-11,205,13,-0.05365853658536585
2032,2039,15,945,62,0.015873015873015872
2032,2047,-1,1067,80,-0.0009372071227741331
2032,399,-22,1329,99,-0.01655379984951091
2032,400,20,273,26,0.07326007326007326
2032,976,4,500,32,0.008
2033,2037,-16,332,22,-0.04819277108433735
2033,2062,-21,599,52,-0.035058430717863104
2033,2064,-1,446,39,-0.002242152466367713
2033,697,-49,496,39,-0.09879032258064516
2034,255,5,405,39,0.012345679012345678
2034,353,-126,3082,225,-0.040882543802725504
2034,386,-5,464,37,-0.010775862068965518
2034,42,-55,1154,98,-0.047660311958405546
2034,448,-65,1980,124,-0.03282828282828283
2034,680,-62,1009,70,-0.061446977205153616
2034,690,16,441,33,0.036281179138321996
2034,692,-12,314,20,-0.03821656050955414
2035,2069,-30,744,46,-0.04032258064516129
2035,673,-20,1539,120,-0.01299545159194282
2035,754,-24,368,30,-0.06521739130434782
2036,221,35,632,44,0.055379746835443035
2036,441,25,416,29,0.06009615384615385
2036,445,-1,272,29,-0.003676470588235294
2038,208,12,601,34,0.019966722129783693
2038,283,8,435,32,0.01839080459770115
2038,299,18,597,31,0.03015075376884422
2038,911,14,222,11,0.06306306306306306
2038,951,16,293,18,0.05460750853242321
2039,2047,-22,798,53,-0.02756892230576441
2039,399,-10,885,65,-0.011299435028248588
2040,677,29,534,44,0.054307116104868915
2040,713,-10,260,21,-0.038461538461538464
2040,958,8,205,18,0.03902439024390244
2042,2059,-16,894,76,-0.017897091722595078
2042,363,-14,772,64,-0.018134715025906734
2042,458,-31,1330,118,-0.02330827067669173
2042,714,-43,1195,96,-0.03598326359832636
2042,762,-50,975,80,-0.05128205128205128
2042,919,0,304,26,0.0
2042,93,-42,843,78,-0.0498220640569395
2042,959,9,216,12,0.041666666666666664
2043,344,4,422,34,0.009478672985781991
2043,376,-74,980,75,-0.07551020408163266
2043,688,-20,888,74,-0.02252252252252252
2043,693,24,285,27,0.08421052631578947
2043,711,-26,1031,82,-0.02521823472356935
2043,76,-8,710,58,-0.011267605633802818
2043,961,5,517,46,0.009671179883945842
2043,966,18,1010,86,0.01782178217821782
2044,672,-11,494,39,-0.022267206477732792
2044,983,10,597,47,0.01675041876046901
2045,468,12,233,18,0.05150214592274678
2045,57,18,391,38,0.04603580562659847
2046,2106,-5,1805,130,-0.002770083102493075
2046,452,26,1442,106,0.018030513176144243
2046,56,21,486,31,0.043209876543209874
2046,699,-3,467,41,-0.006423982869379015
2047,399,10,1501,108,0.006662225183211193
2047,400,4,422,31,0.009478672985781991
2047,976,-5,630,44,-0.007936507936507936
2048,469,33,2950,194,0.011186440677966102
2048,695,75,1822,140,0.041163556531284305
2048,765,-8,851,70,-0.009400705052878966
2048,901,-14,638,46,-0.0219435736677116
2048,934,13,350,35,0.037142857142857144
2050,209,-10,1084,79,-0.00922509225092251
2050,213,111,2426,166,0.045754328112118714
2050,349,108,2593,187,0.04165059776320864
2050,722,68,905,57,0.07513812154696133
2050,788,-29,1019,76,-0.02845927379784102
2050,891,-11,835,66,-0.013173652694610778
2050,895,6,617,41,0.009724473257698542
2052,252,81,1062,65,0.07627118644067797
2052,304,43,1234,84,0.03484602917341977
2052,317,7,653,47,0.010719754977029096
2052,731,13,210,13,0.06190476190476191
2054,2101,12,222,13,0.05405405405405406
2058,2130,-17,800,58,-0.02125
2058,216,9,781,51,0.011523687580025609
2058,270,5,528,36,0.00946969696969697
2058,296,1,826,59,0.0012106537530266344
2058,323,-4,489,32,-0.0081799591002045
2058,375,4,304,22,0.013157894736842105
2058,406,1,266,18,0.0037593984962406013
2059,363,13,849,67,0.015312131919905771
2059,458,-6,1354,121,-0.004431314623338257
2059,714,-43,1973,139,-0.021794221996958945
2059,762,-68,1539,116,-0.044184535412605586
2059,919,-13,548,41,-0.023722627737226276
2059,93,-13,727,73,-0.017881705639614855
2059,959,-6,681,55,-0.00881057268722467
2062,697,-21,532,34,-0.039473684210526314
2064,697,-20,432,32,-0.046296296296296294
2066,271,18,533,48,0.03377110694183865
2066,29,-1,233,20,-0.004291845493562232
2067,258,-11,375,33,-0.029333333333333333
2067,920,-5,251,18,-0.0199203187250996
2067,957,-14,209,16,-0.06698564593301436
2068,275,23,464,43,0.04956896551724138
2068,369,13,244,22,0.05327868852459016
2068,703,-3,283,29,-0.01060070671378092
2068,779,1,378,39,0.0026455026455026454
2069,673,-2,802,55,-0.0024937655860349127
2072,283,-17,250,27,-0.068
208,281,-3,825,66,-0.0036363636363636364
208,283,64,3415,252,0.018740849194729136
208,299,0,3582,244,0.0
208,679,-30,1869,121,-0.016051364365971106
208,760,-7,472,36,-0.014830508474576272
208,911,-82,1885,130,-0.04350132625994695
208,951,53,1455,95,0.036426116838487975
208,998,-5,538,36,-0.00929368029739777
2084,219,-5,383,27,-0.013054830287206266
2084,228,-13,221,16,-0.058823529411764705
209,213,-44,1397,83,-0.031496062992125984
209,349,-58,1751,109,-0.03312392918332382
209,722,-33,405,27,-0.08148148148148149
209,788,-22,568,35,-0.03873239436619718
209,891,-16,745,52,-0.021476510067114093
209,895,-10,328,23,-0.03048780487804878
2091,2092,-9,259,21,-0.03474903474903475
2091,2101,-4,596,45,-0.006711409395973154
2091,339,-2,719,46,-0.0027816411682892906
2091,361,63,2284,139,0.027583187390542906
2091,467,49,3280,214,0.014939024390243902
2091,53,17,431,30,0.03944315545243619
2091,915,25,1378,128,0.018142235123367198
2091,916,5,298,21,0.016778523489932886
2091,960,30,867,56,0.03460207612456748
2092,361,-15,368,32,-0.04076086956521739
2092,467,-36,459,34,-0.0784313725490196
2092,915,-3,236,19,-0.012711864406779662
21,278,18,818,70,0.022004889975550123
21,431,-21,871,65,-0.024110218140068886
21,739,-6,1254,95,-0.004784688995215311
21,757,-30,415,31,-0.07228915662650602
21,905,-17,727,54,-0.023383768913342505
21,937,-23,278,23,-0.08273381294964029
210,324,-53,1936,131,-0.02737603305785124
210,417,14,481,49,0.029106029106029108
210,708,-6,703,42,-0.008534850640113799
2101,339,26,733,52,0.03547066848567531
2101,361,63,1030,76,0.06116504854368932
2101,467,21,1123,80,0.018699910952804988
2101,915,13,608,56,0.02138157894736842
2101,960,9,377,23,0.023872679045092837
2106,452,-18,682,52,-0.026392961876832845
2106,56,-2,414,33,-0.004830917874396135
2106,699,-34,692,51,-0.049132947976878616
213,349,161,4092,246,0.039345063538611925
213,722,131,1979,111,0.06619504800404244
213,788,-43,660,48,-0.06515151515151515
213,891,64,991,50,0.06458123107971746
213,895,20,463,31,0.04319654427645788
2130,216,5,668,47,0.0074850299401197605
2130,270,17,1211,86,0.014037985136251032
2130,296,12,1046,74,0.011472275334608031
2130,323,2,627,40,0.003189792663476874
2130,375,44,771,54,0.057068741893644616
2130,406,19,430,29,0.044186046511627906
2130,977,21,221,16,0.09502262443438914
216,270,15,2136,127,0.007022471910112359
216,296,6,1872,125,0.003205128205128205
216,323,8,465,22,0.017204301075268817
216,375,12,684,39,0.017543859649122806
216,406,32,1331,71,0.02404207362885049
216,977,-29,650,37,-0.04461538461538461
219,228,-4,444,37,-0.009009009009009009
219,302,-14,472,37,-0.029661016949152543
219,682,15,203,16,0.07389162561576355
219,904,-11,211,18,-0.052132701421800945
219,956,-7,558,37,-0.012544802867383513
221,423,-89,1063,72,-0.08372530573847602
221,441,-52,1771,108,-0.029361942405420668
221,445,5,672,47,0.00744047619047619
221,902,-7,401,40,-0.017456359102244388
221,980,-14,355,20,-0.03943661971830986
224,258,-33,1691,110,-0.019515079834417505
224,896,-18,1028,74,-0.017509727626459144
224,920,20,342,31,0.05847953216374269
228,302,-24,683,47,-0.03513909224011713
228,956,-4,223,15,-0.017937219730941704
236,28,-26,1087,85,-0.02391904323827047
236,3,-9,1507,99,-0.005972130059721301
236,51,32,520,39,0.06153846153846154
236,735,14,1067,63,0.013120899718837863
236,949,15,470,33,0.031914893617021274
236,970,-12,284,18,-0.04225352112676056
238,243,10,1641,139,0.006093845216331505
238,248,-2,2044,140,-0.0009784735812133072
238,389,-11,940,69,-0.011702127659574468
238,689,13,1725,110,0.007536231884057971
238,727,-45,1500,97,-0.03
238,761,-35,359,26,-0.09749303621169916
238,947,12,474,39,0.02531645569620253
243,248,44,2268,197,0.019400352733686066
243,389,5,1644,149,0.0030413625304136255
243,689,30,1958,151,0.015321756894790603
243,727,28,1182,97,0.023688663282571912
243,761,-1,266,26,-0.0037593984962406013
243,947,26,873,81,0.029782359679266894
248,389,4,1409,115,0.0028388928317956
248,689,2,2321,163,0.0008616975441619991
248,727,-22,1615,106,-0.013622291021671827
248,761,-39,502,41,-0.07768924302788845
248,947,42,860,68,0.04883720930232558
251,345,-7,580,64,-0.01206896551724138
251,422,43,1899,136,0.022643496577145865
251,70,-6,233,25,-0.02575107296137339
251,764,27,567,42,0.047619047619047616
251,955,0,303,30,0.0
251,990,7,631,51,0.011093502377179081
252,304,100,3499,222,0.02857959416976279
252,317,3,1871,119,0.0016034206306787815
252,330,32,640,46,0.05
252,731,18,475,30,0.037894736842105266
252,935,22,383,28,0.057441253263707574
255,353,0,663,54,0.0
258,896,-68,1194,75,-0.05695142378559464
258,920,5,249,22,0.020080321285140562
26,275,15,260,18,0.057692307692307696
26,703,3,222,18,0.013513513513513514
270,296,-33,2769,175,-0.011917659804983749
270,323,-6,864,53,-0.006944444444444444
270,375,7,1266,82,0.005529225908372828
270,406,54,1989,101,0.027149321266968326
270,977,-7,1283,72,-0.005455962587685113
271,29,-12,848,67,-0.014150943396226415
271,383,-17,1197,94,-0.014202172096908938
271,446,-8,543,41,-0.014732965009208104
271,950,-10,227,19,-0.04405286343612335
275,280,30,281,17,0.10676156583629894
275,369,93,2741,193,0.03392922291134622
275,703,52,3462,266,0.015020219526285385
275,779,83,3944,274,0.021044624746450306
275,84,46,2581,174,0.017822549399457575
275,913,54,1084,63,0.04981549815498155
275,948,36,1051,60,0.03425309229305423
275,969,-10,258,26,-0.03875968992248062
278,431,34,1222,99,0.027823240589198037
278,717,19,283,23,0.06713780918727916
278,739,81,2231,149,0.03630658897355446
278,757,62,2018,138,0.030723488602576808
278,905,13,1453,107,0.008947006194081212
278,937,2,237,24,0.008438818565400843
28,3,-17,672,41,-0.025297619047619048
28,51,3,228,19,0.013157894736842105
28,735,-57,574,35,-0.09930313588850175
28,949,-22,260,18,-0.08461538461538462
280,703,30,205,12,0.14634146341463414
280,779,26,454,31,0.05726872246696035
281,283,-13,1070,90,-0.012149532710280374
281,299,9,778,61,0.011568123393316195
281,679,-8,353,25,-0.0226628895184136
281,951,3,276,23,0.010869565217391304
283,299,66,3167,232,0.02083991158825387
283,679,26,1817,133,0.014309301045679693
283,760,-10,331,26,-0.030211480362537766
283,911,-18,1838,142,-0.009793253536452665
283,951,46,1381,105,0.0333091962346126
283,998,25,691,46,0.0361794500723589
29,383,-2,640,48,-0.003125
296,323,18,1151,79,0.015638575152041704
296,375,-4,1595,111,-0.0025078369905956114
296,406,20,1965,113,0.010178117048346057
296,977,29,1345,88,0.021561338289962824
299,679,-21,1581,112,-0.013282732447817837
299,760,-5,263,21,-0.019011406844106463
299,911,-79,1642,114,-0.04811205846528624
299,951,41,1669,110,0.02456560814859197
299,998,-7,496,32,-0.014112903225806451
3,51,-12,571,35,-0.021015761821366025
3,735,-12,1535,97,-0.007817589576547232
3,949,17,750,40,0.02266666666666667
3,970,2,455,30,0.004395604395604396
302,904,-15,462,38,-0.032467532467532464
302,956,-7,935,60,-0.0074866310160427805
304,317,8,2421,167,0.003304419661296985
304,330,39,1161,96,0.03359173126614987
304,731,4,744,57,0.005376344086021506
304,935,20,440,38,0.045454545454545456
317,330,20,683,55,0.029282576866764276
317,731,9,352,26,0.02556818181818182
317,935,10,284,28,0.035211267605633804
323,375,21,479,31,0.04384133611691023
323,977,37,570,41,0.06491228070175438
324,417,-3,768,71,-0.00390625
324,708,-21,652,44,-0.032208588957055216
330,731,4,232,20,0.017241379310344827
339,361,11,789,46,0.01394169835234474
339,467,3,1161,78,0.002583979328165375
339,915,-1,331,32,-0.0030211480362537764
339,960,6,385,31,0.015584415584415584
344,693,20,227,21,0.0881057268722467
345,422,-10,319,27,-0.03134796238244514
345,990,-10,202,16,-0.04950495049504951
349,722,146,2195,120,0.06651480637813212
349,788,-19,1323,94,-0.01436130007558579
349,891,68,1585,98,0.04290220820189274
349,895,27,240,18,0.1125
353,386,17,712,47,0.023876404494382022
353,42,-87,1467,116,-0.05930470347648262
353,448,-38,2918,177,-0.013022618231665525
353,680,-49,1933,123,-0.025349198137609934
353,690,10,245,22,0.04081632653061224
361,467,80,3783,244,0.021147237642083004
361,53,-2,625,49,-0.0032
361,915,66,1888,150,0.034957627118644065
361,916,2,565,45,0.0035398230088495575
361,960,27,933,59,0.028938906752411574
363,458,-2,1728,130,-0.0011574074074074073
363,714,8,2125,151,0.0037647058823529413
363,762,33,1291,94,0.025561580170410533
363,919,5,580,40,0.008620689655172414
363,93,-24,1067,73,-0.022492970946579195
363,959,-27,419,30,-0.06443914081145585
365,397,-6,2462,196,-0.002437043054427295
365,440,19,1430,120,0.013286713286713287
365,64,-6,748,69,-0.008021390374331552
365,696,-23,887,68,-0.02593010146561443
365,979,-21,236,18,-0.08898305084745763
369,703,29,2124,164,0.013653483992467044
369,779,52,2420,170,0.021487603305785124
369,84,44,1373,88,0.032046613255644577
369,913,51,729,39,0.06995884773662552
369,948,46,729,45,0.06310013717421124
375,406,44,891,64,0.04938271604938271
375,977,8,625,54,0.0128
376,688,-3,639,40,-0.004694835680751174
376,711,5,613,47,0.008156606851549755
376,76,-8,278,26,-0.02877697841726619
376,966,6,331,24,0.01812688821752266
383,446,5,318,22,0.015723270440251572
386,42,-5,390,31,-0.01282051282051282
386,448,14,355,24,0.03943661971830986
389,689,4,1360,98,0.0029411764705882353
389,727,7,796,63,0.008793969849246231
389,761,-7,250,20,-0.028
389,947,23,541,52,0.04251386321626617
393,436,48,2150,137,0.022325581395348838
393,63,-16,1165,92,-0.013733905579399141
393,685,43,910,68,0.04725274725274725
393,782,-4,1274,93,-0.0031397174254317113
397,440,24,1608,122,0.014925373134328358
397,64,5,1165,83,0.004291845493562232
397,696,-33,1229,84,-0.026851098454027666
397,979,-13,558,48,-0.023297491039426525
399,400,27,687,47,0.039301310043668124
399,976,-13,1017,65,-0.012782694198623401
406,977,3,945,47,0.0031746031746031746
417,708,-9,225,12,-0.04
42,448,-45,774,77,-0.05813953488372093
42,680,-25,436,44,-0.05733944954128441
42,690,24,232,22,0.10344827586206896
422,764,20,334,20,0.059880239520958084
422,990,-13,558,46,-0.023297491039426525
423,441,-38,765,52,-0.04967320261437908
423,445,1,801,66,0.0012484394506866417
423,902,-15,391,32,-0.03836317135549872
426,45,-13,618,69,-0.021035598705501618
426,686,-1,300,27,-0.0033333333333333335
426,702,3,432,55,0.006944444444444444
426,89,8,232,21,0.034482758620689655
43,436,22,422,42,0.052132701421800945
43,63,-34,813,77,-0.041820418204182044
43,685,11,439,40,0.025056947608200455
43,782,17,451,39,0.037694013303769404
431,717,-16,448,42,-0.03571428571428571
431,739,9,2072,156,0.004343629343629344
431,757,-4,2174,164,-0.0018399264029438822
431,905,-40,1369,102,-0.029218407596785977
431,937,-32,483,44,-0.06625258799171843
435,672,18,296,18,0.060810810810810814
436,63,-13,413,34,-0.031476997578692496
436,685,29,412,33,0.0703883495145631
436,782,7,934,76,0.007494646680942184
440,64,-4,522,39,-0.007662835249042145
440,696,-35,562,42,-0.06227758007117438
440,979,-24,319,27,-0.07523510971786834
441,445,13,823,63,0.015795868772782502
441,902,-9,476,49,-0.018907563025210083
441,980,-11,637,43,-0.01726844583987441
445,902,-16,439,39,-0.03644646924829157
445,980,0,207,14,0.0
448,680,-24,1497,86,-0.01603206412825651
45,686,5,905,63,0.0055248618784530384
45,702,19,749,83,0.025367156208277702
45,89,-4,328,40,-0.012195121951219513
452,56,67,1005,58,0.06666666666666667
452,699,-4,861,58,-0.004645760743321719
458,714,-29,2347,192,-0.012356199403493822
458,762,-9,1800,150,-0.005
458,919,17,557,46,0.03052064631956912
458,93,-28,1574,132,-0.017789072426937738
458,959,3,534,41,0.0056179775280898875
467,53,7,505,37,0.013861386138613862
467,915,31,2502,199,0.012390087929656275
467,916,1,1109,78,0.0009017132551848512
467,960,20,1367,87,0.014630577907827359
468,57,2,1334,90,0.0014992503748125937
468,978,2,563,49,0.003552397868561279
468,98,14,373,23,0.03753351206434316
469,695,-30,1839,136,-0.01631321370309951
469,765,-5,873,68,-0.0057273768613974796
469,901,-34,490,35,-0.06938775510204082
469,922,24,826,47,0.029055690072639227
469,934,8,389,30,0.02056555269922879
51,735,-19,292,17,-0.06506849315068493
53,915,16,318,34,0.050314465408805034
53,960,3,223,20,0.013452914798206279
56,699,-9,647,42,-0.013910355486862442
57,978,-9,1370,74,-0.006569343065693431
57,98,18,324,21,0.05555555555555555
63,685,15,343,33,0.043731778425655975
63,782,-9,260,24,-0.03461538461538462
64,696,-12,564,34,-0.02127659574468085
672,983,-19,592,49,-0.03209459459459459
673,754,14,1012,60,0.01383399209486166
673,87,-23,268,16,-0.08582089552238806
677,713,-5,605,46,-0.008264462809917356
677,72,15,370,23,0.04054054054054054
677,753,8,741,61,0.010796221322537112
677,77,-11,718,61,-0.01532033426183844
677,952,-16,444,27,-0.036036036036036036
677,958,22,1085,90,0.020276497695852536
679,911,-117,1022,67,-0.11448140900195694
679,951,-1,723,54,-0.0013831258644536654
682,956,22,434,31,0.05069124423963134
685,782,-1,478,35,-0.0020920502092050207
686,702,21,941,66,0.022316684378320937
686,89,-3,488,44,-0.006147540983606557
688,711,7,489,34,0.014314928425357873
688,966,10,385,33,0.025974025974025976
689,727,-6,1611,103,-0.0037243947858473
689,761,-43,461,34,-0.09327548806941431
689,947,33,836,63,0.039473684210526314
695,765,-5,496,44,-0.010080645161290322
695,901,-13,277,20,-0.04693140794223827
695,922,-18,372,29,-0.04838709677419355
696,979,-2,201,18,-0.009950248756218905
70,955,-16,237,19,-0.06751054852320675
702,89,14,722,56,0.019390581717451522
703,779,31,3188,239,0.00972396486825596
703,84,-18,1880,147,-0.009574468085106383
703,913,29,641,50,0.0452418096723869
703,948,-14,356,23,-0.03932584269662921
711,76,-8,481,40,-0.016632016632016633
711,961,-14,486,35,-0.02880658436213992
711,966,-7,469,32,-0.014925373134328358
713,958,-19,497,42,-0.03822937625754527
714,762,-54,2904,192,-0.01859504132231405
714,919,-33,670,41,-0.049253731343283584
714,93,-48,1681,126,-0.028554431885782272
714,959,-21,1205,81,-0.017427385892116183
717,739,17,1200,85,0.014166666666666666
717,757,6,1088,68,0.0055147058823529415
717,905,28,366,18,0.07650273224043716
717,937,-13,200,12,-0.065
72,952,-4,325,21,-0.012307692307692308
722,788,-16,821,57,-0.0194884287454324
722,891,90,889,48,0.10123734533183353
727,761,-52,396,28,-0.13131313131313133
727,947,23,578,47,0.039792387543252594
735,949,-28,877,45,-0.03192702394526796
735,970,-12,419,28,-0.028639618138424822
739,757,31,4719,277,0.0065691883873702055
739,905,13,2777,151,0.004681310767014764
739,937,-14,1432,89,-0.009776536312849162
753,77,-31,309,28,-0.10032362459546926
753,958,14,410,37,0.03414634146341464
754,87,-20,355,23,-0.056338028169014086
757,905,14,3146,190,0.004450095359186269
757,937,-19,1578,101,-0.012040557667934094
76,961,13,282,22,0.04609929078014184
762,919,-27,550,40,-0.04909090909090909
762,93,-3,1630,135,-0.0018404907975460123
762,959,-4,1162,88,-0.0034423407917383822
77,958,-4,396,35,-0.010101010101010102
779,84,22,2735,187,0.008043875685557587
779,913,45,952,59,0.04726890756302521
779,948,-2,928,56,-0.0021551724137931034
779,969,-5,383,34,-0.013054830287206266
788,891,13,543,37,0.02394106813996317
84,913,40,955,55,0.041884816753926704
84,948,21,815,48,0.025766871165644172
84,969,4,253,23,0.015810276679841896
891,895,-8,269,20,-0.02973977695167286
896,920,22,571,48,0.03852889667250438
904,956,-29,410,23,-0.07073170731707316
904,988,4,307,18,0.013029315960912053
905,937,-30,1172,69,-0.025597269624573378
911,951,28,774,56,0.03617571059431524
911,998,-20,255,27,-0.0784313725490196
913,948,25,396,16,0.06313131313131314
915,916,1,817,56,0.0012239902080783353
915,960,0,925,64,0.0
916,960,-9,436,26,-0.020642201834862386
919,93,18,379,36,0.047493403693931395
919,959,-12,400,26,-0.03
93,959,12,555,45,0.021621621621621623
949,970,12,356,22,0.033707865168539325
951,998,-4,423,19,-0.009456264775413711
952,958,18,312,29,0.057692307692307696
958,962,5,209,14,0.023923444976076555
